ticker,exchange_code,finnhub_symbol,asset_type,name_en
CDZI,NASDAQ,CDZI,STOCK,"Cadiz, Inc. - Common Stock"
CDZIP,NASDAQ,CDZIP,STOCK,"Cadiz, Inc. - Depositary Shares"
CE,NYSE,CE,STOCK,Celanese Corporation Common Stock
CECO,NASDAQ,CECO,STOCK,CECO Environmental Corp. - Common Stock
CEE,NYSE,CEE,STOCK,"The Central and Eastern Europe Fund, Inc. (The) Common Stock"
CEFA,NASDAQ,CEFA,ETF,Global X S&P Catholic Values Developed ex-U.S. ETF
CEFD,NYSE_ARCA,CEFD,ETF,ETRACS Monthly Pay 1.5X Leveraged Closed-End Fund Index ETN
CEFS,BATS,CEFS,ETF,Saba Closed-End Funds ETF
CEFZ,BATS,CEFZ,ETF,RiverNorth Active Income ETF
CEG,NASDAQ,CEG,STOCK,Constellation Energy Corporation - Common Stock When-Issued
CEGX,BATS,CEGX,ETF,Tradr 2X Long CEG Daily ETF
CELC,NASDAQ,CELC,STOCK,Celcuity Inc. - Common Stock
CELH,NASDAQ,CELH,STOCK,"Celsius Holdings, Inc. - Common Stock"
CELU,NASDAQ,CELU,STOCK,Celularity Inc. - Class A Common Stock
CELZ,NASDAQ,CELZ,STOCK,"Creative Medical Technology Holdings, Inc. - Common Stock"
CEMB,BATS,CEMB,ETF,iShares J.P. Morgan EM Corporate Bond ETF
CENN,NASDAQ,CENN,STOCK,Cenntro Inc. - Common Stock
CENT,NASDAQ,CENT,STOCK,Central Garden & Pet Company - Common Stock
CENTA,NASDAQ,CENTA,STOCK,Central Garden & Pet Company - Class A Common Stock Nonvoting
CENX,NASDAQ,CENX,STOCK,Century Aluminum Company - Common Stock
CEPF,NASDAQ,CEPF,STOCK,"Cantor Equity Partners IV, Inc. - Class A Ordinary Shares"
CEPI,NASDAQ,CEPI,ETF,REX Crypto Equity Premium Income ETF
CEPO,NASDAQ,CEPO,STOCK,"Cantor Equity Partners I, Inc. - Class A Ordinary Shares"
CEPS,NASDAQ,CEPS,STOCK,"Cantor Equity Partners VI, Inc. - Class A Ordinary Shares"
CEPT,NASDAQ,CEPT,STOCK,"Cantor Equity Partners II, Inc. - Class A ordinary share"
CEPU,NYSE,CEPU,STOCK,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares)
CEPV,NASDAQ,CEPV,STOCK,"Cantor Equity Partners V, Inc. - Class A Ordinary Shares"
CERS,NASDAQ,CERS,STOCK,Cerus Corporation - Common Stock
CERT,NASDAQ,CERT,STOCK,"Certara, Inc. - Common Stock"
CERY,NYSE_ARCA,CERY,ETF,State Street SPDR Bloomberg Enhanced Roll Yield Commodity Strategy No K-1 ETF
CET,NYSE_AMERICAN,CET,STOCK,Central Securities Corporation Common Stock
CETX,NASDAQ,CETX,STOCK,Cemtrex Inc. - Common Stock
CETY,NASDAQ,CETY,STOCK,"Clean Energy Technologies, Inc. - Common Stock"
CEV,NYSE_AMERICAN,CEV,STOCK,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest
CEVA,NASDAQ,CEVA,STOCK,"CEVA, Inc. - Common Stock"
CEW,NYSE_ARCA,CEW,ETF,WisdomTree Emerging Currency Strategy Fund
CF,NYSE,CF,STOCK,"CF Industries Holdings, Inc. Common Stock"
CFA,NASDAQ,CFA,ETF,VictoryShares US 500 Volatility Wtd ETF
CFBK,NASDAQ,CFBK,STOCK,CF Bankshares Inc. - Common Stock
CFFI,NASDAQ,CFFI,STOCK,C&F Financial Corporation - Common Stock
CFFN,NASDAQ,CFFN,STOCK,"Capitol Federal Financial, Inc. - Common Stock"
CFG,NYSE,CFG,STOCK,"Citizens Financial Group, Inc. Common Stock"
CFIT,BATS,CFIT,ETF,Cambria Fixed Income Trend ETF
CFND,NYSE,CFND,STOCK,C1 Fund Inc. Common Stock
CFO,NASDAQ,CFO,ETF,VictoryShares US 500 Enhanced Volatility Wtd ETF
CFR,NYSE,CFR,STOCK,"Cullen/Frost Bankers, Inc. Common Stock"
CG,NASDAQ,CG,STOCK,The Carlyle Group Inc. - Common Stock
CGABL,NASDAQ,CGABL,STOCK,The Carlyle Group Inc. - 4.625% Subordinated Notes due 2061
CGAU,NYSE,CGAU,STOCK,Centerra Gold Inc. Common Shares
CGBD,NASDAQ,CGBD,STOCK,"Carlyle Secured Lending, Inc. - Closed End Fund"
CGBL,NYSE_ARCA,CGBL,ETF,Capital Group Core Balanced ETF
CGC,NASDAQ,CGC,STOCK,Canopy Growth Corporation - Common Shares
CGCB,NYSE_ARCA,CGCB,ETF,Capital Group Core Bond ETF
CGCP,NYSE_ARCA,CGCP,ETF,Capital Group Core Plus Income ETF
CGCV,NYSE_ARCA,CGCV,ETF,Capital Group Conservative Equity ETF
CGDG,NYSE_ARCA,CGDG,ETF,Capital Group Dividend Growers ETF
CGDV,NYSE_ARCA,CGDV,ETF,Capital Group Dividend Value ETF
CGEM,NASDAQ,CGEM,STOCK,"Cullinan Therapeutics, Inc. - Common Stock"
CGEN,NASDAQ,CGEN,STOCK,Compugen Ltd. - Ordinary Shares
CGGE,NYSE_ARCA,CGGE,ETF,Capital Group Global Equity ETF
CGGG,NYSE_ARCA,CGGG,ETF,Capital Group U.S. Large Growth ETF
CGGO,NYSE_ARCA,CGGO,ETF,Capital Group Global Growth Equity ETF
CGGR,NYSE_ARCA,CGGR,ETF,Capital Group Growth ETF
CGHM,NYSE_ARCA,CGHM,ETF,Capital Group Municipal High-Income ETF
CGHY,NYSE_ARCA,CGHY,ETF,Capital Group High Yield Bond ETF
CGIB,NYSE_ARCA,CGIB,ETF,Capital Group International Bond ETF (USD-Hedged)
CGIC,NYSE_ARCA,CGIC,ETF,Capital Group International Core Equity ETF
CGIE,NYSE_ARCA,CGIE,ETF,Capital Group International Equity ETF
CGMM,NYSE_ARCA,CGMM,ETF,Capital Group U.S. Small and Mid Cap ETF
CGMS,NYSE_ARCA,CGMS,ETF,Capital Group U.S. Multi-Sector Income ETF
CGMU,NYSE_ARCA,CGMU,ETF,Capital Group Municipal Income ETF
CGNG,NYSE_ARCA,CGNG,ETF,Capital Group New Geography Equity ETF
CGNT,NASDAQ,CGNT,STOCK,Cognyte Software Ltd. - Ordinary Shares
CGNX,NASDAQ,CGNX,STOCK,Cognex Corporation - Common Stock
CGO,NASDAQ,CGO,STOCK,Calamos Global Total Return Fund - Closed End Fund
CGON,NASDAQ,CGON,STOCK,"CG Oncology, Inc. - Common stock"
CGOV,BATS,CGOV,ETF,Corgi 0-3 Month T-Bill ETF
CGRO,NYSE_ARCA,CGRO,ETF,CoreValues Alpha Greater China Growth ETF
CGSD,NYSE_ARCA,CGSD,ETF,Capital Group Short Duration Income ETF
CGSM,NYSE_ARCA,CGSM,ETF,Capital Group Short Duration Municipal Income ETF
CGTL,NASDAQ,CGTL,STOCK,Creative Global Technology Holdings Limited - Class A Ordinary Shares
CGTX,NASDAQ,CGTX,STOCK,"Cognition Therapeutics, Inc. - Common Stock"
CGUI,NYSE_ARCA,CGUI,ETF,Capital Group Ultra Short Income ETF
CGUS,NYSE_ARCA,CGUS,ETF,Capital Group Core Equity ETF
CGV,NYSE,CGV,ETF,Conductor Global Equity Value ETF
CGVV,NYSE_ARCA,CGVV,ETF,Capital Group U.S. Large Value ETF
CGW,NYSE_ARCA,CGW,ETF,Invesco S&P Global Water Index ETF
CGXU,NYSE_ARCA,CGXU,ETF,Capital Group International Focus Equity ETF
CHA,NASDAQ,CHA,STOCK,"Chagee Holdings Limited - American Depositary Shares, each representing 1 Class A ordinary share"
CHAI,NASDAQ,CHAI,STOCK,"Core AI Holdings, Inc. - Common Shares"
CHAR,NASDAQ,CHAR,STOCK,Charlton Aria Acquisition Corporation - Class A Ordinary Shares
CHAT,NYSE_ARCA,CHAT,ETF,Roundhill Generative AI & Technology ETF
CHAU,NYSE_ARCA,CHAU,ETF,Direxion Daily CSI 300 China A Share Bull 2X ETF
CHCI,NASDAQ,CHCI,STOCK,"Comstock Holding Companies, Inc. - Class A Common Stock"
CHCO,NASDAQ,CHCO,STOCK,City Holding Company - Common Stock
CHCT,NYSE,CHCT,STOCK,Community Healthcare Trust Incorporated Common Stock
CHD,NYSE,CHD,STOCK,"Church & Dwight Company, Inc. Common Stock"
CHDN,NASDAQ,CHDN,STOCK,"Churchill Downs, Incorporated - Common Stock"
CHE,NYSE,CHE,STOCK,Chemed Corp
CHEC,NASDAQ,CHEC,STOCK,Chenghe Acquisition III Co. - Class A Ordinary Shares
CHEF,NASDAQ,CHEF,STOCK,"The Chefs' Warehouse, Inc. - Common Stock"
CHGG,NYSE,CHGG,STOCK,"Chegg, Inc. Common Stock"
CHGX,NASDAQ,CHGX,ETF,Stance Sustainable Beta ETF
CHH,NYSE,CHH,STOCK,"Choice Hotels International, Inc. Common Stock"
CHI,NASDAQ,CHI,STOCK,Calamos Convertible Opportunities and Income Fund - Closed End Fund
CHIQ,NYSE_ARCA,CHIQ,ETF,Global X MSCI China Consumer Discretionary ETF
CHKP,NASDAQ,CHKP,STOCK,Check Point Software Technologies Ltd. - Ordinary Shares
CHMG,NASDAQ,CHMG,STOCK,Chemung Financial Corp  - Common Stock
CHMI,NYSE,CHMI,STOCK,Cherry Hill Mortgage Investment Corporation Common Stock
CHNL,BATS,CHNL,ETF,Chainlink ETF
CHNR,NASDAQ,CHNR,STOCK,"China Natural Resources, Inc. - Common Shares"
CHNU,BATS,CHNU,ETF,2x Chainlink ETF
CHOW,NYSE_AMERICAN,CHOW,STOCK,ChowChow Cloud International Holdings Limited Ordinary Shares
CHPG,NASDAQ,CHPG,STOCK,ChampionsGate Acquisition Corporation - Class A Ordinary Share
CHPS,NASDAQ,CHPS,ETF,Xtrackers Semiconductor Select Equity ETF
CHPT,NYSE,CHPT,STOCK,"ChargePoint Holdings, Inc. Common Stock"
CHPX,NASDAQ,CHPX,ETF,Global X AI Semiconductor & Quantum ETF
CHPY,NYSE_ARCA,CHPY,ETF,YieldMax Semiconductor Portfolio Option Income ETF
CHR,NASDAQ,CHR,STOCK,"Cheer Holding, Inc.  - Class A Ordinary Share"
CHRD,NASDAQ,CHRD,STOCK,Chord Energy Corporation - Common Stock
CHRI,NASDAQ,CHRI,ETF,Global X S&P 500 Christian Values ETF
CHRN,NASDAQ,CHRN,STOCK,ChronoScale Corporation - Common Stock
CHRS,NASDAQ,CHRS,STOCK,"Coherus Oncology, Inc. - Common Stock"
CHRW,NASDAQ,CHRW,STOCK,"C.H. Robinson Worldwide, Inc. - Common Stock"
CHSCL,NASDAQ,CHSCL,STOCK,"CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4"
CHSCM,NASDAQ,CHSCM,STOCK,"CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3"
CHSCN,NASDAQ,CHSCN,STOCK,CHS Inc - Preferred Class B Series 2 Reset Rate
CHSCO,NASDAQ,CHSCO,STOCK,CHS Inc - Class B Cumulative Redeemable Preferred Stock
CHSCP,NASDAQ,CHSCP,STOCK,CHS Inc - 8%  Cumulative Redeemable Preferred Stock
CHSN,NASDAQ,CHSN,STOCK,Chanson International Holding - Class A Ordinary Shares
CHT,NYSE,CHT,STOCK,"Chunghwa Telecom Co., Ltd."
CHTR,NASDAQ,CHTR,STOCK,"Charter Communications, Inc. - Class A Common Stock"
CHW,NASDAQ,CHW,STOCK,Calamos Global Dynamic Income Fund - Closed End Fund
CHWY,NYSE,CHWY,STOCK,"Chewy, Inc. Class A Common Stock"
CHY,NASDAQ,CHY,STOCK,Calamos Convertible and High Income Fund - Closed End Fund
CHYG,BATS,CHYG,ETF,Corgi 0-5 Year High Yield Corporate Bond ETF
CHYM,NASDAQ,CHYM,STOCK,"Chime Financial, Inc. - Class A Common Stock"
CI,NYSE,CI,STOCK,The Cigna Group Common Stock
CIA,NYSE,CIA,STOCK,"Citizens, Inc. Class A Common Stock ($1.00 Par)"
CIB,NYSE,CIB,STOCK,Grupo Cibest S.A. American Depositary Shares each representing four Preferred Shares
CIBR,NASDAQ,CIBR,ETF,First Trust NASDAQ Cybersecurity ETF
CICB,NYSE,CICB,STOCK,CION Investment Corporation 7.50% Notes due 2029
CICC,NYSE,CICC,STOCK,CION Investment Corporation 7.50% Notes due 2031
CIEG,BATS,CIEG,ETF,Leverage Shares 2X Long CIEN Daily ETF
CIEI,BATS,CIEI,ETF,Corgi 3-7 Year Treasury Bond ETF
CIEN,NYSE,CIEN,STOCK,Ciena Corporation Common Stock
CIF,NYSE,CIF,STOCK,MFS Intermediate High Income Fund Common Stock
CIFG,NASDAQ,CIFG,ETF,Leverage Shares 2X Long CIFR Daily ETF
CIFR,NASDAQ,CIFR,STOCK,Cipher Digital Inc. - Common Stock
CIFU,BATS,CIFU,ETF,T-REX 2X Long CIFR Daily Target ETF
CIG,NYSE,CIG,STOCK,Comp En De Mn Cemig ADS American Depositary Shares
CIG.C,NYSE,CIG.C,STOCK,Comp En De Mn Cemig ADS American Depositary Receipts
CIGI,NASDAQ,CIGI,STOCK,Colliers International Group Inc.  - Subordinate Voting Shares
CII,NYSE,CII,STOCK,"BlackRock Enhanced Large Cap Core Fund, Inc. Common Stock"
CIIT,NASDAQ,CIIT,STOCK,"Tianci International, Inc. - Common Stock"
CIK,NYSE_AMERICAN,CIK,STOCK,"Credit Suisse Asset Management Income Fund, Inc. Common Stock"
CIM,NYSE,CIM,STOCK,Chimera Investment Corporation Common Stock
CIMN,NYSE,CIMN,STOCK,Chimera Investment Corporation 9.000% Senior Notes due 2029
CIMO,NYSE,CIMO,STOCK,Chimera Investment Corporation 9.250% Senior Notes due 2029
CIMP,NYSE,CIMP,STOCK,Chimera Investment Corporation 8.875% Senior Notes due 2030
CINF,NASDAQ,CINF,STOCK,Cincinnati Financial Corporation - Common Stock
CING,NASDAQ,CING,STOCK,Cingulate Inc. - Common Stock
CINT,NYSE,CINT,STOCK,CI&T Inc Class A Common Shares
CION,NYSE,CION,STOCK,CION Investment Corporation Common Stock
CISO,NASDAQ,CISO,STOCK,"CISO Global, Inc. - Common Stock"
CISS,NASDAQ,CISS,STOCK,C3is Inc. - Common Stock
CITR,NYSE_AMERICAN,CITR,STOCK,CitroTech Inc. Common Stock
CIVB,NASDAQ,CIVB,STOCK,"Civista Bancshares, Inc.  - Common Stock"
CIVG,BATS,CIVG,ETF,Corgi 1-5 Year Investment Grade Corporate Bond ETF
CIX,NYSE_AMERICAN,CIX,STOCK,CompX International Inc. Common Stock
CJMB,NASDAQ,CJMB,STOCK,Callan JMB Inc. - Common Stock
CJUN,BATS,CJUN,ETF,Corgi U.S. Equities 15% Structured Buffer ETF - June Series
CKX,NYSE_AMERICAN,CKX,STOCK,"CKX Lands, Inc. Common Stock"
CL,NYSE,CL,STOCK,Colgate-Palmolive Company Common Stock
CLAR,NASDAQ,CLAR,STOCK,Clarus Corporation - Common Stock
CLB,NYSE,CLB,STOCK,Core Laboratories Inc. Common Stock
CLBK,NASDAQ,CLBK,STOCK,"Columbia Financial, Inc. - Common Stock"
CLBR,NYSE,CLBR,STOCK,Colombier Acquisition Corp. III Class A Ordinary Shares
CLBT,NASDAQ,CLBT,STOCK,Cellebrite DI Ltd. - Ordinary Shares
CLCG,NYSE_ARCA,CLCG,ETF,Crossmark Large Cap Growth ETF
CLCV,NYSE_ARCA,CLCV,ETF,Crossmark Large Cap Value ETF
CLDI,NYSE_AMERICAN,CLDI,STOCK,"Calidi Biotherapeutics, Inc. Common Stock"
CLDT,NYSE,CLDT,STOCK,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest
CLDX,NASDAQ,CLDX,STOCK,"Celldex Therapeutics, Inc. - Common Stock"
CLF,NYSE,CLF,STOCK,Cleveland-Cliffs Inc. Common Stock
CLFD,NASDAQ,CLFD,STOCK,"Clearfield, Inc. - Common Stock"
CLGN,NASDAQ,CLGN,STOCK,CollPlant Biotechnologies Ltd. - Ordinary Shares
CLH,NYSE,CLH,STOCK,"Clean Harbors, Inc. Common Stock"
CLIK,NASDAQ,CLIK,STOCK,Click Holdings Limited - Ordinary Share
CLIM,NYSE_ARCA,CLIM,ETF,Climate Global - Climate Resilient REIT Index ETF
CLIP,NYSE_ARCA,CLIP,ETF,Global X 1-3 Month T-Bill ETF
CLIR,NASDAQ,CLIR,STOCK,ClearSign Technologies Corporation - Common Stock
CLIX,NYSE_ARCA,CLIX,ETF,ProShares Long Online/Short Stores ETF
CLLS,NASDAQ,CLLS,STOCK,Cellectis S.A. - American Depositary Shares
CLM,NYSE_AMERICAN,CLM,STOCK,"Cornerstone Strategic Investment Fund, Inc. Common Shares"
CLMB,NASDAQ,CLMB,STOCK,"Climb Global Solutions, Inc. - Common Stock"
CLMT,NASDAQ,CLMT,STOCK,"Calumet, Inc - Common Stock"
CLNE,NASDAQ,CLNE,STOCK,Clean Energy Fuels Corp. - Common Stock
CLNK,NYSE_ARCA,CLNK,ETF,Common Shares of Beneficial Interest of Bitwise Chainlink ETF
CLNN,NASDAQ,CLNN,STOCK,Clene Inc. - Common Stock
CLOA,NASDAQ,CLOA,ETF,iShares AAA CLO Active ETF
CLOB,NYSE_ARCA,CLOB,ETF,VanEck AA-BB CLO ETF
CLOC,NYSE_ARCA,CLOC,ETF,AAM Crescent CLO ETF
CLOD,NASDAQ,CLOD,ETF,Themes Cloud Computing ETF
CLOI,NYSE_ARCA,CLOI,ETF,VanEck CLO ETF
CLOO,NYSE_ARCA,CLOO,ETF,NYLI Investment Grade CLO ETF
CLOU,NASDAQ,CLOU,ETF,Global X Cloud Computing ETF
CLOV,NASDAQ,CLOV,STOCK,"Clover Health Investments, Corp.  - Class A Common stock"
CLOX,NYSE_ARCA,CLOX,ETF,Eldridge AAA CLO ETF
CLOZ,NYSE_ARCA,CLOZ,ETF,Eldridge BBB-B CLO ETF
CLPR,NYSE,CLPR,STOCK,Clipper Realty Inc. Common Stock
CLPS,NASDAQ,CLPS,STOCK,CLPS Incorporation - Common Stock
CLPT,NASDAQ,CLPT,STOCK,ClearPoint Neuro Inc. - Common Stock
CLRB,NASDAQ,CLRB,STOCK,"Cellectar Biosciences, Inc. - Common Stock"
CLRO,NASDAQ,CLRO,STOCK,"ClearOne, Inc. - Common Stock"
CLS,NYSE,CLS,STOCK,"Celestica, Inc. Common Stock"
CLSE,BATS,CLSE,ETF,Convergence Long/Short Equity ETF
CLSK,NASDAQ,CLSK,STOCK,"CleanSpark, Inc. - Common Stock"
CLSM,NASDAQ,CLSM,ETF,ETC Cabana Target Leading Sector Moderate ETF
CLST,NASDAQ,CLST,STOCK,"Catalyst Bancorp, Inc. - common stock"
CLSX,BATS,CLSX,ETF,Tradr 2X Long CLSK Daily ETF
CLUB,NYSE_ARCA,CLUB,ETF,Billionaires Club ETF
CLVT,NYSE,CLVT,STOCK,Clarivate Plc Ordinary Shares
CLW,NYSE,CLW,STOCK,Clearwater Paper Corporation Common Stock
CLWT,NASDAQ,CLWT,STOCK,Euro Tech Holdings Company Limited - Ordinary Shares
CLX,NYSE,CLX,STOCK,Clorox Company (The) Common Stock
CLYM,NASDAQ,CLYM,STOCK,"Climb Bio, Inc. - Common Stock"
CM,NYSE,CM,STOCK,Canadian Imperial Bank of Commerce Common Stock
CMAG,BATS,CMAG,ETF,Corgi Mag 7 ETF
CMAY,BATS,CMAY,ETF,Corgi U.S. Equities 15% Structured Buffer ETF - May Series
CMBO,NASDAQ,CMBO,ETF,Wayfinder Dynamic U.S. Interest Rate ETF
CMBS,NYSE_ARCA,CMBS,ETF,iShares CMBS Bond ETF
CMBT,NYSE,CMBT,STOCK,CMB.TECH NV Ordinary Shares
CMC,NYSE,CMC,STOCK,Commercial Metals Company Common Stock
CMCI,BATS,CMCI,ETF,VanEck CMCI Commodity Strategy ETF
CMCL,NYSE_AMERICAN,CMCL,STOCK,Caledonia Mining Corporation Plc Common Shares
CMCM,NYSE,CMCM,STOCK,"Cheetah Mobile Inc. American Depositary Shares, each representing fifty (50) Class A Ordinary Shares"
CMCO,NASDAQ,CMCO,STOCK,Columbus McKinnon Corporation - Common Stock
CMCSA,NASDAQ,CMCSA,STOCK,Comcast Corporation - Class A Common Stock
CMCT,NASDAQ,CMCT,STOCK,Creative Media  - Common Stock
CMDB,NYSE,CMDB,STOCK,Costamare Bulkers Holdings Limited Common Stock
CMDT,NYSE_ARCA,CMDT,ETF,PIMCO Commodity Strategy Active Exchange-Traded Fund
CMDY,NYSE_ARCA,CMDY,ETF,iShares Bloomberg Roll Select Commodity Strategy ETF
CME,NASDAQ,CME,STOCK,CME Group Inc. - Class A Common Stock
CMF,NYSE_ARCA,CMF,ETF,iShares California Muni Bond ETF
CMG,NYSE,CMG,STOCK,"Chipotle Mexican Grill, Inc. Common Stock"
CMGG,NASDAQ,CMGG,ETF,Leverage Shares 2X Long CMG Daily ETF
CMI,NYSE,CMI,STOCK,Cummins Inc. Common Stock
CMII,NASDAQ,CMII,STOCK,Columbus Circle Capital Corp II - Class A Ordinary Shares
CMMB,NASDAQ,CMMB,STOCK,Chemomab Therapeutics Ltd.  - American Depositary Shares
CMND,NASDAQ,CMND,STOCK,Clearmind Medicine Inc. - Common Shares
CMP,NYSE,CMP,STOCK,Compass Minerals Intl Inc Common Stock
CMPR,NASDAQ,CMPR,STOCK,Cimpress plc - Ordinary Shares
CMPS,NASDAQ,CMPS,STOCK,COMPASS Pathways Plc - American Depository Shares
CMPX,NASDAQ,CMPX,STOCK,"Compass Therapeutics, Inc. - Common Stock"
CMRC,NASDAQ,CMRC,STOCK,"Commerce.com, Inc. - Series 1 Common Stock"
CMRE,NYSE,CMRE,STOCK,Costamare Inc. Common Stock $0.0001 par value
CMS,NYSE,CMS,STOCK,CMS Energy Corporation Common Stock
CMSA,NYSE,CMSA,STOCK,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078
CMSC,NYSE,CMSC,STOCK,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078
CMSD,NYSE,CMSD,STOCK,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079
CMT,NYSE_AMERICAN,CMT,STOCK,Core Molding Technologies Inc Common Stock
CMTG,NYSE,CMTG,STOCK,"Claros Mortgage Trust, Inc. Common Stock"
CMTL,NASDAQ,CMTL,STOCK,Comtech Telecommunications Corp. - Common Stock
CMTV,NASDAQ,CMTV,STOCK,Community Bancorp.  - Common stock
CNA,NYSE,CNA,STOCK,CNA Financial Corporation Common Stock
CNAV,BATS,CNAV,ETF,Mohr Company Nav ETF
CNBS,NYSE_ARCA,CNBS,ETF,Amplify Seymour Cannabis ETF
CNC,NYSE,CNC,STOCK,Centene Corporation Common Stock
CNCG,NASDAQ,CNCG,ETF,Leverage Shares 2X Long CNC Daily ETF
CNCK,NASDAQ,CNCK,STOCK,Coincheck Group N.V. - Ordinary Shares
CNDT,NASDAQ,CNDT,STOCK,Conduent Incorporated - Common Stock
CNEQ,NYSE_ARCA,CNEQ,ETF,Alger Concentrated Equity ETF
CNET,NASDAQ,CNET,STOCK,ZW Data Action Technologies Inc. - Common Stock
CNEY,NASDAQ,CNEY,STOCK,CN Energy Group Inc. - Class A Ordinary Shares
CNF,NYSE,CNF,STOCK,"CNFinance Holdings Limited American Depositary Shares, each representing two hundred (200) Ordinary Shares"
CNH,NYSE,CNH,STOCK,CNH Industrial N.V. Common Shares
CNI,NYSE,CNI,STOCK,Canadian National Railway Company Common Stock
CNK,NYSE,CNK,STOCK,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock"
CNL,NYSE_AMERICAN,CNL,STOCK,Collective Mining Ltd. Common Shares
CNM,NYSE,CNM,STOCK,"Core & Main, Inc. Class A Common Stock"
CNMD,NYSE,CNMD,STOCK,CONMED Corporation Common Stock
CNNE,NYSE,CNNE,STOCK,"Cannae Holdings, Inc. Common Stock"
CNO,NYSE,CNO,STOCK,"CNO Financial Group, Inc. Common Stock"
CNOB,NASDAQ,CNOB,STOCK,"ConnectOne Bancorp, Inc. - Common Stock"
CNOBP,NASDAQ,CNOBP,STOCK,"ConnectOne Bancorp, Inc. - Depositary Shares (each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A, par value $0.00 per share)"
CNP,NYSE,CNP,STOCK,"CenterPoint Energy, Inc (Holding Co) Common Stock"
CNQ,NYSE,CNQ,STOCK,Canadian Natural Resources Limited Common Stock
CNQQ,NASDAQ,CNQQ,ETF,Rayliant-ChinaAMC Transformative China Tech ETF
CNR,NYSE,CNR,STOCK,"Core Natural Resources, Inc. Common Stock"
CNRG,NYSE_ARCA,CNRG,ETF,State Street SPDR S&P Kensho Clean Power ETF
CNS,NYSE,CNS,STOCK,Cohen & Steers Inc Common Stock
CNSP,NASDAQ,CNSP,STOCK,"CNS Pharmaceuticals, Inc. - Common Stock"
CNTA,NASDAQ,CNTA,STOCK,Centessa Pharmaceuticals plc - American Depositary Shares
CNTB,NASDAQ,CNTB,STOCK,Connect Biopharma Holdings Limited - Ordinary Shares
CNTN,NASDAQ,CNTN,STOCK,"Canton Strategic Holdings, Inc. - Common Stock"
CNTX,NASDAQ,CNTX,STOCK,Context Therapeutics Inc. - Common Stock
CNTY,NASDAQ,CNTY,STOCK,"Century Casinos, Inc. - Common Stock"
CNVS,NASDAQ,CNVS,STOCK,Cineverse Corp. - Class A Common Stock
CNX,NYSE,CNX,STOCK,CNX Resources Corporation Common Stock
CNXC,NASDAQ,CNXC,STOCK,Concentrix Corporation - Common Stock
CNXN,NASDAQ,CNXN,STOCK,"PC Connection, Inc. - Common Stock"
CNXT,NYSE_ARCA,CNXT,ETF,VanEck ChiNext Innovators ETF
CNXU,NASDAQ,CNXU,STOCK,Conexeu Sciences Inc. - Common Stock
CNYA,BATS,CNYA,ETF,iShares MSCI China A ETF
COAG,NASDAQ,COAG,STOCK,"Hemab Therapeutics Holdings, Inc. - Common Stock"
COAL,NYSE_ARCA,COAL,ETF,Range Global Coal Index ETF
COCH,NASDAQ,COCH,STOCK,"Envoy Medical, Inc. - Class A Common Stock"
COCO,NASDAQ,COCO,STOCK,"The Vita Coco Company, Inc. - Common Stock"
COCP,NASDAQ,COCP,STOCK,"Cocrystal Pharma, Inc. - Common Stock"
CODA,NASDAQ,CODA,STOCK,"Coda Octopus Group, Inc. - Common stock"
CODI,NYSE,CODI,STOCK,D/B/A Compass Diversified Holdings Shares of Beneficial Interest
CODX,NASDAQ,CODX,STOCK,"Co-Diagnostics, Inc. - Common Stock"
COE,NYSE_AMERICAN,COE,STOCK,"51Talk Online Education Group American depositary shares, each representing 60 Class A ordinary shares"
COF,NYSE,COF,STOCK,Capital One Financial Corporation Common Stock
COFS,NASDAQ,COFS,STOCK,"ChoiceOne Financial Services, Inc. - Common Stock"
COGT,NASDAQ,COGT,STOCK,"Cogent Biosciences, Inc. - Common Stock"
COHH,BATS,COHH,ETF,Leverage Shares 2X Long COHR Daily ETF
COHN,NYSE_AMERICAN,COHN,STOCK,Cohen & Company Inc.
COHR,NYSE,COHR,STOCK,Coherent Corp. Common Stock
COHU,NASDAQ,COHU,STOCK,"Cohu, Inc. - Common Stock"
COHX,BATS,COHX,ETF,Tradr 2X Long COHR Daily ETF
COIA,NYSE_ARCA,COIA,ETF,ProShares Ultra COIN
COIG,NASDAQ,COIG,ETF,Leverage Shares 2X Long COIN Daily ETF
COIN,NASDAQ,COIN,STOCK,"Coinbase Global, Inc. - Class A Common Stock"
COIO,BATS,COIO,ETF,Leverage Shares 2x Capped Accelerated COIN Monthly ETF
COIW,BATS,COIW,ETF,Roundhill COIN WeeklyPay ETF
COKE,NASDAQ,COKE,STOCK,"Coca-Cola Consolidated, Inc. - Common Stock"
COLA,NASDAQ,COLA,STOCK,Columbus Acquisition Corp - Ordinary Shares
COLB,NASDAQ,COLB,STOCK,"Columbia Banking System, Inc. - Common Stock"
